Level 1,Level 2,Level 3,Level 4,Bos Klasor,Video Suresi (saniye)
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-7,,6.78
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-8,,6.92
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-9,,7.12
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),C-1,,1.58
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),CUBE-1,,1.68
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),D-1,,4.42
IC CAPTURE 14.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),SP-1,,1.72
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-3,,7.02
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-5,,7.14
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-7,,8.36
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-8,EVET,0
IC CAPTURE 14.12.2024-ANG,SECOND,PS,EC-9,,7.72
IC CAPTURE 14.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),C-1,,2.96
IC CAPTURE 14.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),CUBE-1,,8.52
IC CAPTURE 14.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),D-1,,4.46
IC CAPTURE 14.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),SP-1,,1.14
IC CAPTURE 14.12.2024-ANG,THIRD,PS,EC-3,EVET,0
IC CAPTURE 14.12.2024-ANG,THIRD,PS,EC-5,,6.92
IC CAPTURE 14.12.2024-ANG,THIRD,PS,EC-7,,7.2
IC CAPTURE 14.12.2024-ANG,THIRD,PS,EC-8,EVET,0
IC CAPTURE 14.12.2024-ANG,THIRD,PS,EC-9,EVET,0
IC CAPTURE 14.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),C-1,,1.64
IC CAPTURE 14.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),CUBE-1,,1.64
IC CAPTURE 14.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),D-1,,4.5
IC CAPTURE 14.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),SP-1,,5.2
IC CAPTURE 14.12.2024-MAK,FIRST,PS,EC-3,,7.42
IC CAPTURE 14.12.2024-MAK,FIRST,PS,EC-5,,7.32
IC CAPTURE 14.12.2024-MAK,FIRST,PS,EC-7,,13.42
IC CAPTURE 14.12.2024-MAK,FIRST,PS,EC-8,,7.4
IC CAPTURE 14.12.2024-MAK,FIRST,PS,EC-9,,7.54
IC CAPTURE 14.12.2024-MAK,FIRST,RESIN (a=9 r=4.5),C-1,,1.64
IC CAPTURE 14.12.2024-MAK,FIRST,RESIN (a=9 r=4.5),CUBE-1,,1.74
IC CAPTURE 14.12.2024-MAK,FIRST,RESIN (a=9 r=4.5),D-1,,4.54
IC CAPTURE 14.12.2024-MAK,FIRST,RESIN (a=9 r=4.5),SP-1,,4.2
IC CAPTURE 14.12.2024-MAK,SECOND,PS,EC-3,,14.06
IC CAPTURE 14.12.2024-MAK,SECOND,PS,EC-5,,3.78
IC CAPTURE 14.12.2024-MAK,SECOND,PS,EC-7,,8.58
IC CAPTURE 14.12.2024-MAK,SECOND,PS,EC-8,EVET,0
IC CAPTURE 14.12.2024-MAK,SECOND,PS,EC-9,,8.06
IC CAPTURE 14.12.2024-MAK,SECOND,RESIN (a=9 r=4.5),C-1,,1.64
IC CAPTURE 14.12.2024-MAK,SECOND,RESIN (a=9 r=4.5),CUBE-1,,1.24
IC CAPTURE 14.12.2024-MAK,SECOND,RESIN (a=9 r=4.5),D-1,,4.52
IC CAPTURE 14.12.2024-MAK,SECOND,RESIN (a=9 r=4.5),SP-1,,1.2
IC CAPTURE 14.12.2024-MAK,THIRD,PS,EC-3,EVET,0
IC CAPTURE 14.12.2024-MAK,THIRD,PS,EC-5,,7.16
IC CAPTURE 14.12.2024-MAK,THIRD,PS,EC-7,,7.66
IC CAPTURE 14.12.2024-MAK,THIRD,PS,EC-8,EVET,0
IC CAPTURE 14.12.2024-MAK,THIRD,PS,EC-9,EVET,0
IC CAPTURE 14.12.2024-MAK,THIRD,RESIN (a=9 r=4.5),C-1,,1.88
IC CAPTURE 14.12.2024-MAK,THIRD,RESIN (a=9 r=4.5),CUBE-1,,1.26
IC CAPTURE 14.12.2024-MAK,THIRD,RESIN (a=9 r=4.5),D-1,,4.6
IC CAPTURE 14.12.2024-MAK,THIRD,RESIN (a=9 r=4.5),SP-1,,1.18
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=6 r=3),C-1,,2.0
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=6 r=3),CUBE-1,,2.1
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=6 r=3),D-1,,5.32
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=6 r=3),SP-1,,1.58
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=9 r=4.5),C-2,,2.0
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=9 r=4.5),CUBE-2,,1.86
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=9 r=4.5),D-2,,4.62
IC CAPTURE 18.12.2024 MAK,FIRST,RESIN (a=9 r=4.5),SP-2,,1.0
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=6 r=3),C-1,,2.16
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=6 r=3),CUBE-1,,2.24
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=6 r=3),D-1,,5.04
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=6 r=3),SP-1,,1.58
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=9 r=4.5),C-2,,1.76
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=9 r=4.5),CUBE-2,,1.84
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=9 r=4.5),D-2,,4.8
IC CAPTURE 18.12.2024 MAK,SECOND,RESIN (a=9 r=4.5),SP-2,EVET,0
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=6 r=3),C-1,,2.06
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=6 r=3),CUBE-1,,1.7
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=6 r=3),D-1,,4.82
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=6 r=3),SP-1,,1.6
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=9 r=4.5),C-2,,1.78
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=9 r=4.5),CUBE-2,,1.9
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=9 r=4.5),D-2,,4.82
IC CAPTURE 18.12.2024 MAK,THIRD,RESIN (a=9 r=4.5),SP-2,EVET,0
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=6 r=3),C-1,,2.06
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=6 r=3),CUBE-1,,2.24
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=6 r=3),D-1,,4.9
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=6 r=3),SP-1,,1.52
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),C-2,,7.72
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),CUBE-2,,1.74
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),D-2,,4.62
IC CAPTURE 18.12.2024-ANG,FIRST,RESIN (a=9 r=4.5),SP-2,,1.0
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=6 r=3),C-1,,2.08
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=6 r=3),CUBE-1,,2.1
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=6 r=3),D-1,,4.86
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=6 r=3),SP-1,,1.58
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),C-2,,1.74
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),CUBE-2,,2.08
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),D-2,,4.5
IC CAPTURE 18.12.2024-ANG,SECOND,RESIN (a=9 r=4.5),SP-2,EVET,0
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=6 r=3),C-1,,1.84
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=6 r=3),CUBE-1,,2.16
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=6 r=3),D-1,,4.8
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=6 r=3),SP-1,,1.46
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),C-2,,1.74
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),CUBE-2,,1.78
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),D-2,,4.7
IC CAPTURE 18.12.2024-ANG,THIRD,RESIN (a=9 r=4.5),SP-2,EVET,0
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),C-2,,1.92
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),C-3,,1.96
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),CUBE-2,,2.18
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),CUBE-3,,1.98
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-3,,5.06
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-2,,1.58
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-3,,1.74
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),C-3,,1.7
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),C-4,,1.38
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),CUBE-3,,1.84
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),CUBE-4,,2.86
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),D-3,,4.42
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),D-4,,4.52
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),SP-3,,1.06
IC CAPTURE 09.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),SP-4,,1.42
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),C-2,,1.94
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),C-3,,2.02
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),CUBE-2,,2.04
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),CUBE-3,,2.14
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-3,EVET,0
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-2,EVET,0
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-3,,1.8
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),C-3,,4.68
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),C-4,,1.72
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),CUBE-3,EVET,0
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),CUBE-4,,1.78
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),D-3,,9.58
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),D-4,,4.46
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),SP-3,EVET,0
IC CAPTURE 09.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),SP-4,,1.26
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),C-2,,1.86
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),C-3,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),CUBE-2,,2.08
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),CUBE-3,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-3,,5.74
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),SP-2,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=6 r=3),SP-3,,1.2
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),C-3,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),C-4,,1.7
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),CUBE-3,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),CUBE-4,,1.74
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),D-3,,5.44
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),D-4,,5.52
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),SP-3,EVET,0
IC CAPTURE 09.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),SP-4,,1.36
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-2,,1.78
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-3,,2.06
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-2,,2.04
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-3,,2.02
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-3,,4.96
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-2,,1.52
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-3,,1.68
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),C-3,,1.6
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),C-4,,1.52
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),CUBE-3,,1.7
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),CUBE-4,,1.6
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-3,,4.58
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-4,,4.66
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-3,,1.08
IC CAPTURE 09.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-4,,1.24
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-2,,1.8
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-3,,1.84
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-2,,2.06
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-3,,2.04
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-3,,5.28
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-2,EVET,0
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-3,,1.64
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-3,,1.56
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-4,,1.68
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),CUBE-3,EVET,0
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),CUBE-4,,1.72
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-3,,4.68
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-4,,4.3
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-3,EVET,0
IC CAPTURE 09.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-4,,1.32
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-2,,1.86
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-3,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-2,,2.04
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-3,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-3,,5.76
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-2,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-3,,1.8
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-3,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-4,,1.58
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),CUBE-3,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),CUBE-4,,1.64
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-3,,5.26
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-4,,5.18
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-3,EVET,0
IC CAPTURE 09.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-4,,1.36
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),C-4,,1.98
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),C-5,,1.94
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),C-6,,1.96
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),CUBE-4,,1.98
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),CUBE-5,,2.16
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),CUBE-6,,2.0
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-2,,5.4
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-4,,6.32
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-5,,5.92
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-6,,6.02
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-7,,4.9
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),D-8,,6.86
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-4,,1.64
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-5,,1.48
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-6,EVET,0
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-7,,1.56
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=6 r=3),SP-8,,1.54
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),C-5,,1.66
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),C-6,,1.8
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),CUBE-5,,1.72
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),D-5,,4.9
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),D-6,,5.56
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),D-7,,4.92
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),D-8,,4.74
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),SP-5,,1.38
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),SP-6,,1.16
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),SP-7,,1.16
IC CAPTURE 11.01.2025-ANG,FIRST,RESIN (a=9 r=4.5),SP-8,,1.22
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),C-4,EVET,0
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),C-5,,2.04
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),C-6,,1.88
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),CUBE-4,,2.1
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),CUBE-5,,2.2
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),CUBE-6,,2.18
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-4,,5.64
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-5,,6.1
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-6,,6.16
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-7,,5.44
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),D-8,,4.82
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-4,,1.48
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-5,,1.58
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-6,,1.68
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-7,,1.52
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=6 r=3),SP-8,,1.74
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),C-5,,1.58
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),C-6,,1.62
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),CUBE-5,EVET,0
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),D-5,,5.8
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),D-6,,1.48
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),D-7,,4.88
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),D-8,,4.78
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),SP-6,,1.14
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),SP-7,,1.26
IC CAPTURE 11.01.2025-ANG,SECOND,RESIN (a=9 r=4.5),SP-8,,1.18
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),C-5,,2.06
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),C-6,EVET,0
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),CUBE-5,,2.04
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),CUBE-6,,2.02
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-5,EVET,0
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-6,,4.94
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-7,,5.12
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),D-8,,5.44
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),SP-5,,1.46
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),SP-6,,1.68
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),SP-7,,1.62
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=6 r=3),SP-8,,1.52
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),C-6,,1.58
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),D-6,,4.52
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),D-7,,4.72
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),D-8,,4.64
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),SP-6,,1.26
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),SP-7,,1.06
IC CAPTURE 11.01.2025-ANG,THIRD,RESIN (a=9 r=4.5),SP-8,,1.2
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-4,,1.96
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-5,,4.3
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),C-6,,4.52
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-4,,2.04
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-5,,3.98
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),CUBE-6,,4.06
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-2,,5.6
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-4,,5.9
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-5,,10.12
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-6,,9.84
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),D-7,,7.68
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-4,,1.58
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-5,EVET,0
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-6,,4.24
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=6 r=3),SP-7,,3.52
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),C-5,,1.64
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),C-6,,4.26
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),CUBE-5,,0.02
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-5,,4.92
