Klasor,experiment,category,particle_code,Video Suresi (sn),Boyut Tipi,a_v,b_v,c_v,material_v,Kaynak,velocity_ms,view,particle_code_clean,a_mm,b_mm,c_mm,volume_mm3,surface_area_mm2,density_kg_m3,weight_g,matched,L,I,S,d_eq,sphericity,aspect_ratio,CSF,flatness,elongation,density_ratio,density_diff,category_encoded,view_encoded
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-5,5.96,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0478,MAK,D-5,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1091.4869771234958,0.0811,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.0914869771234958,91.48697712349576,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-6,7.88,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0362,MAK,D-6,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1174.9298779640098,0.0873,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1749298779640098,174.92987796400985,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-7,8.48,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0336,MAK,D-7,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1146.666959937384,0.0852,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.146666959937384,146.66695993738404,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-8,7.74,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0368,MAK,D-8,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1152.0503728948365,0.0856,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1520503728948366,152.05037289483653,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-5,1.12,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.2545,MAK,SP-5,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1216.2642754002038,0.4799,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2162642754002038,216.26427540020381,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-6,2.82,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1011,MAK,SP-6,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.9889801236845,0.4719,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1959889801236845,195.98898012368454,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-7,3.26,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0874,MAK,SP-7,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.7355389327279,0.4718,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1957355389327278,195.73553893272788,13,1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-8,2.9,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0983,MAK,SP-8,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1215.5039518273345,0.4796,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2155039518273345,215.5039518273345,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-5,4.22,"a, b, c (mm)",4.806666666666666,2.823333333333334,,Plexiglass,Part 1 (2023-2024),0.0675,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-4,2.12,"Diameter, Height (mm)",5.57,5.05,,ABS,Part 2 (2024-2025),0.1344,MAK,CUBE-4,5.57,5.05,5.3100000000000005,149.362335,169.0414,1135.0,,False,5.57,5.3100000000000005,5.05,5.305753038567582,0.8053508224216135,1.102970297029703,0.9285740015020012,0.9510357815442559,0.9533213644524238,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-5,4.1,"Diameter, Height (mm)",5.66,5.55,,ABS,Part 2 (2024-2025),0.0695,MAK,CUBE-5,5.66,5.55,5.605,176.06986500000002,188.4901,1135.0,,False,5.66,5.605,5.55,5.604820095325837,0.8059701059827682,1.0198198198198198,0.9853646072956159,0.9901873327386261,0.9902826855123675,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-6,4.22,"Diameter, Height (mm)",5.56,5.65,,ABS,Part 2 (2024-2025),0.0675,MAK,CUBE-6,5.56,5.65,5.605,176.07547000000002,188.4921,1135.0,,False,5.65,5.605,5.56,5.6048795692232884,0.8059786587554018,1.0161870503597124,0.9880132280802103,0.9919714540588759,0.9920353982300885,1.135,135.0,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-4,8.5,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0335,MAK,D-4,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1104.9455095171272,0.0821,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1049455095171272,104.94550951712722,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-5,9.5,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.03,MAK,D-5,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1091.4869771234958,0.0811,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.0914869771234958,91.48697712349576,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-6,8.54,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0334,MAK,D-6,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1174.9298779640098,0.0873,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1749298779640098,174.92987796400985,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-7,7.4,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0385,MAK,D-7,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1146.666959937384,0.0852,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.146666959937384,146.66695993738404,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-4,1.44,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1979,MAK,SP-4,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1230.4569820937675,0.4855,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2304569820937674,230.45698209376746,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-5,3.66,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0779,MAK,SP-5,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1216.2642754002038,0.4799,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2162642754002038,216.26427540020381,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-6,3.52,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.081,MAK,SP-6,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.9889801236845,0.4719,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1959889801236845,195.98898012368454,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-7,4.08,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0699,MAK,SP-7,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.7355389327279,0.4718,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1957355389327278,195.73553893272788,12,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-5,1.74,"a, b, c (mm)",4.806666666666666,2.823333333333334,,Plexiglass,Part 1 (2023-2024),0.1638,MAK,C-5,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.1972449653422,0.7301,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1811972449653423,181.19724496534218,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-6,3.44,"a, b, c (mm)",3.836666666666666,2.856666666666667,,Plexiglass,Part 1 (2023-2024),0.0828,MAK,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-5,4.84,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0589,MAK,D-5,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1091.4869771234958,0.0811,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.0914869771234958,91.48697712349576,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-6,6.48,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.044,MAK,D-6,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1174.9298779640098,0.0873,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1749298779640098,174.92987796400985,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-7,8.7,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0328,MAK,D-7,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1146.666959937384,0.0852,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.146666959937384,146.66695993738404,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-8,7.2,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0396,MAK,D-8,3.813333333333333,2.85,2.86,74.30230657788597,161.98978491741784,1152.0503728948365,0.0856,True,,,,3.050114839356,0.5276322827041771,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1520503728948366,152.05037289483653,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-5,1.12,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.2545,MAK,SP-5,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1216.2642754002038,0.4799,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2162642754002038,216.26427540020381,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-6,2.68,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1063,MAK,SP-6,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.9889801236845,0.4719,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1959889801236845,195.98898012368454,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-7,2.58,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.1105,MAK,SP-7,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1195.7355389327279,0.4718,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1957355389327278,195.73553893272788,13,1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-8,3.14,"Height, Radius (mm)",9.0,4.5,,RESIN (A=9 R=4.5 mm),Part 2 (2024-2025) - RESIN,0.0908,MAK,SP-8,3.813333333333333,2.85,2.86,394.5688529263856,260.15528764377075,1215.5039518273345,0.4796,True,,,,3.050114839356,0.9999999999999996,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.2155039518273345,215.5039518273345,13,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-1,3.44,"a, b, c (mm)",4.85,4.85,2.35,Plexiglass,Part 1 (2023-2024),0.0828,MAK,BSP-1,4.85,4.85,2.35,55.277874999999995,92.63499999999999,1200.0,,False,4.85,4.85,2.35,3.809346222810445,0.7575475738081365,2.0638297872340425,0.48453608247422686,0.48453608247422686,1.0,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-2,3.54,"a, b, c (mm)",4.84,4.77,2.86,Plexiglass,Part 1 (2023-2024),0.0805,MAK,BSP-2,4.84,4.77,2.86,66.02824799999999,101.1428,1200.0,,False,4.84,4.77,2.86,4.041816488630183,0.781092260723737,1.6923076923076923,0.5952291104443191,0.59958071278826,0.9855371900826446,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-3,2.76,"a, b, c (mm)",4.82,3.83,2.89,Plexiglass,Part 1 (2023-2024),0.1033,MAK,BSP-3,4.82,3.83,2.89,53.35113400000001,86.91820000000001,1200.0,,False,4.82,3.83,2.89,3.764562845658882,0.7885014638182306,1.6678200692041523,0.6726279916202577,0.7545691906005222,0.7946058091286307,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-4,2.1,"a, b, c (mm)",4.88,4.82,2.89,Plexiglass,Part 1 (2023-2024),0.1357,MAK,BSP-4,4.88,4.82,2.89,67.977424,103.1092,1200.0,,False,4.88,4.82,2.89,4.08120334875503,0.7812016931126847,1.6885813148788926,0.5958876884695417,0.5995850622406639,0.9877049180327869,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,C-1,3.26,"a, b, c (mm)",4.8,0.98,4.84,Plexiglass,Part 1 (2023-2024),0.0874,MAK,C-1,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1156.767607382851,0.715,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.156767607382851,156.7676073828511,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,C-2,3.44,"a, b, c (mm)",4.87,1.0,4.85,Plexiglass,Part 1 (2023-2024),0.0828,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,C-3,2.6,"a, b, c (mm)",4.78,1.01,4.8,Plexiglass,Part 1 (2023-2024),0.1096,MAK,C-3,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1168.577961975711,0.7223,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.168577961975711,168.5779619757111,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-1,4.5,"a, b, c (mm)",4.78,2.33,2.31,Plexiglass,Part 1 (2023-2024),0.0633,MAK,HC-1,4.78,2.33,2.31,25.727394000000004,55.123000000000005,1200.0,,False,4.78,2.33,2.31,2.952105898405023,0.7645662867015965,2.069264069264069,0.6921816329064218,0.9914163090128755,0.48744769874476984,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-2,3.64,"a, b, c (mm)",4.75,2.32,2.88,Plexiglass,Part 1 (2023-2024),0.0783,MAK,HC-2,4.75,2.32,2.88,31.737599999999997,62.7632,1200.0,,False,4.75,2.88,2.32,3.1661004835708395,0.7723754025330235,2.0474137931034484,0.6272561617056152,0.8055555555555556,0.6063157894736841,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-3,3.18,"a, b, c (mm)",4.73,2.38,2.33,Plexiglass,Part 1 (2023-2024),0.0896,MAK,HC-3,4.73,2.38,2.33,26.229742,55.647400000000005,1200.0,,False,4.73,2.38,2.33,2.9711962591782832,0.7671882204782653,2.0300429184549356,0.6944434278284566,0.9789915966386555,0.5031712473572938,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-4,2.92,"a, b, c (mm)",4.76,2.28,2.9,Plexiglass,Part 1 (2023-2024),0.0976,MAK,HC-4,4.76,2.28,2.9,31.473119999999994,62.53759999999999,1200.0,,False,4.76,2.9,2.28,3.157281216484611,0.7708492352596809,2.0877192982456143,0.6136664376252237,0.786206896551724,0.6092436974789917,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-1,3.24,"a, b, c (mm)",4.83,4.82,2.33,Plexiglass,Part 1 (2023-2024),0.088,MAK,BSP-1,4.83,4.82,2.33,54.24379800000001,91.53020000000001,1200.0,,False,4.83,4.82,2.33,3.7854428742340436,0.7570997564971561,2.072961373390558,0.4829018136873169,0.483402489626556,0.9979296066252589,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-2,3.52,"a, b, c (mm)",4.84,4.76,2.84,Plexiglass,Part 1 (2023-2024),0.081,MAK,BSP-2,4.84,4.76,2.84,65.42905599999999,100.60479999999998,1200.0,,False,4.84,4.76,2.84,4.0295531156041795,0.7805112946816694,1.704225352112676,0.591687211718209,0.5966386554621849,0.9834710743801652,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-3,2.7,"a, b, c (mm)",4.8,3.81,2.88,Plexiglass,Part 1 (2023-2024),0.1056,MAK,BSP-3,4.8,3.81,2.88,52.66944,86.1696,1200.0,,False,4.8,3.81,2.88,3.7484601677976874,0.7885620055258008,1.6666666666666667,0.6734562399195765,0.7559055118110236,0.7937500000000001,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-4,2.12,"a, b, c (mm)",4.83,4.8,2.87,Plexiglass,Part 1 (2023-2024),0.1344,MAK,BSP-4,4.83,4.8,2.87,66.53808000000001,101.6442,1200.0,,False,4.83,4.8,2.87,4.052192685542624,0.7812350129205744,1.6829268292682926,0.5960568902589087,0.5979166666666668,0.9937888198757764,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,C-1,3.24,"a, b, c (mm)",0.97,4.77,1.0,Plexiglass,Part 1 (2023-2024),0.088,MAK,C-1,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1156.767607382851,0.715,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.156767607382851,156.7676073828511,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,C-2,3.42,"a, b, c (mm)",1.01,4.79,1.01,Plexiglass,Part 1 (2023-2024),0.0833,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,C-3,2.48,"a, b, c (mm)",1.03,4.79,1.02,Plexiglass,Part 1 (2023-2024),0.1149,MAK,C-3,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1168.577961975711,0.7223,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.168577961975711,168.5779619757111,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-2,3.62,"a, b, c (mm)",4.77,2.3,2.87,Plexiglass,Part 1 (2023-2024),0.0787,MAK,HC-2,4.77,2.3,2.87,31.486769999999996,62.523799999999994,1200.0,,False,4.77,2.87,2.3,3.1577375917415815,0.7712422870340631,2.0739130434782607,0.6216238919832986,0.8013937282229964,0.6016771488469602,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-3,3.3,"a, b, c (mm)",4.7,2.36,2.33,Plexiglass,Part 1 (2023-2024),0.0864,MAK,HC-3,4.7,2.36,2.33,25.84436,55.083600000000004,1200.0,,False,4.7,2.36,2.33,2.956572914589834,0.7674303960038175,2.017167381974249,0.6996019165837832,0.9872881355932204,0.502127659574468,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-4,2.98,"a, b, c (mm)",4.76,2.27,2.89,Plexiglass,Part 1 (2023-2024),0.0956,MAK,HC-4,4.76,2.27,2.89,31.227028,62.2438,1200.0,,False,4.76,2.89,2.27,3.1490306247032804,0.7704452719727575,2.0969162995594712,0.6120310553688352,0.7854671280276816,0.6071428571428572,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-1,3.44,"a, b, c (mm)",4.86,4.84,2.34,Plexiglass,Part 1 (2023-2024),0.0828,MAK,BSP-1,4.86,4.84,2.34,55.042415999999996,92.4408,1200.0,,False,4.86,4.84,2.34,3.8039298218700504,0.7569817711719261,2.076923076923077,0.4824752523663835,0.4834710743801653,0.9958847736625513,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-2,3.54,"a, b, c (mm)",4.83,4.76,2.85,Plexiglass,Part 1 (2023-2024),0.0805,MAK,BSP-2,4.83,4.76,2.85,65.52378,100.6446,1200.0,,False,4.83,4.76,2.85,4.031496754320681,0.7809554774927084,1.694736842105263,0.5943849689465299,0.5987394957983194,0.9855072463768115,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-3,2.58,"a, b, c (mm)",4.81,3.82,2.88,Plexiglass,Part 1 (2023-2024),0.1105,MAK,BSP-3,4.81,3.82,2.88,52.91769599999999,86.4572,1200.0,,False,4.81,3.82,2.88,3.754340361066039,0.7884065846898021,1.6701388888888888,0.6718746697371617,0.7539267015706806,0.7941787941787942,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-4,1.9,"a, b, c (mm)",4.84,4.82,2.88,Plexiglass,Part 1 (2023-2024),0.15,MAK,BSP-4,4.84,4.82,2.88,67.186944,102.2992,1200.0,,False,4.84,4.82,2.88,4.065322115149842,0.7812711944560905,1.6805555555555556,0.5962745699008716,0.5975103734439834,0.9958677685950414,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,C-1,3.18,"a, b, c (mm)",4.803333333333334,0.9833333333333334,,Plexiglass,Part 1 (2023-2024),0.0896,MAK,C-1,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1156.767607382851,0.715,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.156767607382851,156.7676073828511,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,C-2,3.26,"a, b, c (mm)",4.836666666666666,1.006666666666667,,Plexiglass,Part 1 (2023-2024),0.0874,MAK,C-2,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1158.7090355351022,0.7162,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1587090355351022,158.7090355351022,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,C-3,2.64,"a, b, c (mm)",4.79,1.02,,Plexiglass,Part 1 (2023-2024),0.108,MAK,C-3,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1168.577961975711,0.7223,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.168577961975711,168.5779619757111,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-2,3.76,"a, b, c (mm)",4.78,2.31,2.88,Plexiglass,Part 1 (2023-2024),0.0758,MAK,HC-2,4.78,2.31,2.88,31.800384,62.922000000000004,1200.0,,False,4.78,2.88,2.31,3.1681868576652543,0.7714418269712194,2.069264069264069,0.6225894938274077,0.8020833333333334,0.6025104602510459,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-3,3.5,"a, b, c (mm)",4.73,2.35,2.31,Plexiglass,Part 1 (2023-2024),0.0814,MAK,HC-3,4.73,2.35,2.31,25.676805,54.9406,1200.0,,False,4.73,2.35,2.31,2.950169673282094,0.7660986818581917,2.047619047619048,0.6928631730336547,0.9829787234042553,0.4968287526427061,1.2,200.0,7,1
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-4,2.64,"a, b, c (mm)",4.78,2.27,2.89,Plexiglass,Part 1 (2023-2024),0.108,MAK,HC-4,4.78,2.27,2.89,31.358234000000003,62.45020000000001,1200.0,,False,4.78,2.89,2.27,3.153434869078609,0.7700483984760618,2.105726872246696,0.6107493135318885,0.7854671280276816,0.604602510460251,1.2,200.0,7,1
